size,clauses,kappa,time_iteration,memory (MB),formula
8,19,16,0.24173378944396973,1.0665884017944336,[(-x_1 v -x_2 v -x_3) ^ (-x_4 v -x_2 v -x_0) ^ (-x_1 v x_7 v x_5) ^ (-x_7 v x_4 v -x_3) ^ (-x_0 v -x_2 v x_4) ^ (x_6 v x_1 v x_5) ^ (-x_2 v x_7 v -x_0) ^ (x_0 v x_4 v -x_3) ^ (x_1 v -x_5 v x_4) ^ (-x_6 v -x_5 v -x_0) ^ (-x_1 v -x_5 v -x_6) ^ (x_3 v -x_5 v x_2) ^ (-x_2 v x_5 v -x_3) ^ (-x_5 v x_2 v -x_0) ^ (-x_1 v -x_7 v -x_6) ^ (-x_4 v x_5 v -x_6) ^ (-x_1 v x_2 v -x_6) ^ (x_4 v x_5 v -x_6) ^ (x_0 v x_1 v -x_3)]
9,10,1,0.048601627349853516,0.13353538513183594,[(-x_5 v -x_3 v -x_0) ^ (-x_0 v x_7 v -x_6) ^ (x_0 v x_1 v -x_5) ^ (-x_4 v x_2 v -x_3) ^ (-x_4 v -x_7 v x_8) ^ (-x_1 v x_2 v x_8) ^ (x_3 v x_6) ^ (-x_1 v -x_7) ^ (-x_5 v x_7 v -x_0) ^ (x_0 v -x_4 v x_8)]
9,25,23,0.7095639705657959,1.9215269088745117,[(x_1 v -x_2 v -x_5) ^ (-x_4 v -x_2 v -x_6) ^ (x_3 v -x_4 v x_2) ^ (x_1 v x_7 v -x_5) ^ (-x_5 v -x_2 v -x_6) ^ (x_6 v x_4 v -x_3) ^ (x_3 v x_6 v -x_8) ^ (x_0 v -x_5 v x_8) ^ (-x_5 v x_2 v x_4) ^ (x_3 v x_6 v x_2) ^ (x_3 v -x_4 v -x_5) ^ (x_6 v -x_4) ^ (-x_1 v x_6 v -x_2) ^ (-x_1 v x_7 v -x_8) ^ (x_3 v x_5 v -x_8) ^ (-x_1 v -x_2 v x_4) ^ (x_3 v x_4 v x_2) ^ (-x_1 v -x_4 v -x_0) ^ (-x_0 v x_7 v x_8) ^ (x_6 v -x_3 v -x_0) ^ (x_4 v x_5 v -x_6) ^ (-x_1 v -x_2 v x_5) ^ (-x_2 v -x_8) ^ (-x_1 v x_6 v -x_0) ^ (x_0 v -x_4 v x_8)]
10,11,1,0.0902872085571289,0.24382972717285156,[(-x_4 v x_9 v -x_2) ^ (x_5 v -x_3 v -x_0) ^ (x_1 v x_7 v x_5) ^ (-x_4 v x_5 v -x_8) ^ (x_3 v -x_9 v x_2) ^ (-x_1 v x_7) ^ (x_1 v x_7 v x_8) ^ (-x_4 v -x_5 v -x_6) ^ (x_0 v x_6 v x_7) ^ (-x_1 v -x_7) ^ (-x_7 v x_2 v -x_3)]
10,26,32,12.908089637756348,2.8668956756591797,[(x_9 v x_4 v x_7) ^ (x_0 v x_7 v x_4) ^ (-x_4 v -x_5 v -x_6) ^ (x_3 v x_5 v -x_0) ^ (x_0 v -x_7 v -x_2) ^ (-x_0 v x_1 v -x_6) ^ (-x_1 v -x_7 v x_4) ^ (x_6 v -x_5 v x_7) ^ (x_0 v x_6 v x_7) ^ (-x_9 v x_2 v -x_8) ^ (-x_2 v x_5 v x_7) ^ (-x_4 v x_7 v x_2) ^ (-x_4 v -x_7 v -x_6) ^ (x_9 v x_5 v -x_7) ^ (-x_1 v x_5 v x_8) ^ (-x_4) ^ (x_6 v x_7 v x_8) ^ (x_9 v -x_0) ^ (x_3 v x_9 v x_2) ^ (x_1 v -x_7) ^ (-x_2 v x_7 v -x_3) ^ (-x_3 v -x_8 v -x_0) ^ (x_4 v -x_0) ^ (-x_9 v -x_5 v x_7) ^ (x_3 v -x_7 v -x_8) ^ (x_3 v x_7 v -x_6)]
11,12,1,0.10668420791625977,0.2812767028808594,[(x_1 v x_2 v -x_6) ^ (x_2 v -x_3) ^ (x_3 v x_5 v x_8) ^ (x_0 v -x_1 v x_5) ^ (x_3 v x_7) ^ (-x_9 v x_1 v -x_8) ^ (x_3 v x_6 v -x_7) ^ (x_0 v -x_7 v -x_8) ^ (x_0 v x_9 v -x_6) ^ (-x_0 v -x_5 v x_4) ^ (x_0 v x_2 v x_5) ^ (-x_1 v -x_10 v x_3)]
11,24,46,303.82408809661865,3.2313613891601562,[(x_3 v -x_9 v x_0) ^ (x_1 v x_2 v x_8) ^ (x_5 v -x_6) ^ (x_9 v x_4 v -x_3) ^ (-x_10 v x_7 v -x_3) ^ (x_0 v -x_5 v -x_8) ^ (x_3 v x_2 v -x_8) ^ (-x_4 v x_1 v x_9) ^ (x_3 v x_8 v -x_6) ^ (x_1 v -x_6) ^ (-x_9 v x_4 v x_5) ^ (x_1 v x_5 v -x_0) ^ (x_1 v -x_2 v -x_8) ^ (-x_1 v -x_9 v x_7) ^ (x_0 v -x_5) ^ (-x_9 v x_1 v -x_10) ^ (x_1 v -x_7 v x_10) ^ (-x_4 v -x_6) ^ (-x_7 v -x_0) ^ (-x_0 v -x_4 v x_8) ^ (-x_1 v -x_4 v -x_5) ^ (-x_1 v x_5 v -x_3) ^ (-x_4 v -x_5 v x_2) ^ (-x_7 v -x_3)]
12,22,1,0.0661919116973877,0.19257831573486328,[(x_9 v x_4 v x_7) ^ (x_1 v x_7 v x_2) ^ (-x_1 v -x_10 v x_7) ^ (x_3 v x_6) ^ (x_6 v x_1 v -x_0) ^ (-x_4 v x_5 v -x_3) ^ (x_0 v x_6 v x_2) ^ (x_11 v x_9 v x_0) ^ (x_1 v -x_7 v -x_0) ^ (-x_6 v x_4 v -x_11) ^ (x_6 v -x_5 v x_4) ^ (-x_0 v x_10 v x_4) ^ (x_6 v -x_5 v x_10) ^ (x_9 v -x_4 v x_10) ^ (x_1 v x_2 v x_5) ^ (-x_1 v x_10) ^ (x_0 v -x_1 v -x_2) ^ (x_0 v x_7 v x_8) ^ (x_3 v x_1 v x_7) ^ (x_1 v -x_4 v -x_11) ^ (x_3 v x_5 v -x_6) ^ (x_3 v -x_11 v x_0)]
12,23,64,inf,4.534404754638672,[(x_11 v -x_5 v -x_2) ^ (x_6 v -x_7 v x_2) ^ (-x_5 v -x_2 v -x_0) ^ (-x_10 v x_7 v -x_8) ^ (x_0 v x_9 v x_5) ^ (x_1 v x_9 v -x_7) ^ (x_11 v -x_1 v x_0) ^ (x_1 v -x_4 v x_7) ^ (-x_9 v x_5) ^ (-x_0 v -x_2 v -x_11) ^ (-x_4 v -x_2 v -x_8) ^ (x_11 v x_1 v x_8) ^ (x_3 v -x_7 v x_10) ^ (x_10 v -x_8 v -x_0) ^ (x_1 v -x_6 v -x_0) ^ (x_0 v -x_10 v -x_6) ^ (-x_4 v -x_11) ^ (-x_10 v -x_2 v x_5) ^ (-x_7 v -x_8 v -x_3) ^ (x_11 v x_4 v -x_3) ^ (x_0 v x_7 v -x_8) ^ (x_10 v x_2 v -x_8) ^ (x_8 v -x_4 v -x_11)]
13,22,1,0.12472724914550781,0.21199321746826172,[(x_9 v -x_4 v -x_6) ^ (x_11 v x_5 v x_0) ^ (x_1 v x_7 v -x_0) ^ (x_0 v -x_9) ^ (-x_4 v x_9 v -x_6) ^ (x_10 v x_5 v -x_6) ^ (x_0 v -x_10 v x_2) ^ (-x_10 v -x_6 v x_8) ^ (x_12 v -x_6) ^ (x_6 v x_2) ^ (x_0 v x_9 v x_2) ^ (x_3 v x_1 v -x_11) ^ (x_2 v -x_0) ^ (x_6 v x_7 v -x_8) ^ (x_12 v -x_7 v -x_0) ^ (x_0 v -x_4 v -x_7) ^ (-x_1 v x_10 v x_7) ^ (x_6 v -x_5 v -x_0) ^ (-x_5 v x_10 v x_4) ^ (-x_12 v -x_9 v x_10) ^ (x_0 v x_4 v -x_6) ^ (x_4 v x_2 v -x_0)]
13,15,91,109.95997643470764,4.788362503051758,[(x_12 v x_7 v -x_6) ^ (-x_1 v -x_10 v -x_8) ^ (x_0 v x_6) ^ (-x_4 v x_10 v x_8) ^ (-x_1 v x_2 v x_0) ^ (x_3 v -x_12 v x_8) ^ (x_0 v x_6 v -x_1) ^ (x_1 v x_9 v x_5) ^ (x_12 v x_10 v -x_11) ^ (x_3 v x_8 v -x_11) ^ (x_3 v -x_10 v x_5) ^ (x_1 v x_4 v x_5) ^ (x_3 v -x_9 v -x_2) ^ (-x_9 v x_10 v -x_8) ^ (x_11 v -x_10 v -x_6)]
5,12,1,0.07674455642700195,1.0489177703857422,[(x_1 v x_4 v x_2) ^ (x_1 v -x_2) ^ (x_2 v -x_3) ^ (x_2 v -x_0) ^ (x_1 v -x_2 v -x_3) ^ (x_3 v x_2 v -x_0) ^ (x_0 v -x_4 v x_3) ^ (-x_1 v x_2 v x_0) ^ (-x_0 v -x_2 v x_4) ^ (x_1 v -x_4 v -x_3) ^ (-x_1 v -x_4 v -x_3) ^ (x_3 v -x_2 v -x_0)]
5,7,6,0.05082345008850098,0.2054767608642578,[(-x_1 v -x_3) ^ (x_1 v -x_2 v -x_3) ^ (x_1 v -x_3) ^ (-x_4 v -x_2) ^ (x_3 v -x_4) ^ (x_0 v x_1) ^ (-x_0 v x_4 v -x_3)]
6,14,1,0.038365840911865234,0.14443111419677734,[(x_5 v -x_3 v -x_0) ^ (-x_1 v x_3 v -x_0) ^ (x_0 v -x_5 v -x_2) ^ (x_1 v -x_2 v -x_3) ^ (x_2 v -x_3 v -x_0) ^ (x_1 v -x_4 v x_5) ^ (x_3 v -x_4) ^ (x_1 v x_2) ^ (x_0 v x_2) ^ (-x_1 v x_2 v -x_0) ^ (x_5 v x_1 v x_2) ^ (-x_1 v -x_4 v -x_3) ^ (x_3 v x_4) ^ (x_1 v -x_4 v -x_5)]
6,14,8,0.07802343368530273,0.4840879440307617,[(x_3 v x_4 v x_2) ^ (-x_2 v x_5) ^ (x_2 v -x_3) ^ (x_1 v -x_3 v -x_0) ^ (-x_5 v x_4 v -x_3) ^ (x_4 v x_5 v -x_3) ^ (x_0 v x_4 v x_2) ^ (-x_1 v x_3 v x_5) ^ (x_0 v -x_4 v -x_2) ^ (-x_2 v -x_4 v -x_5) ^ (x_3 v x_5 v -x_0) ^ (x_0 v -x_4 v -x_3) ^ (-x_3 v -x_0) ^ (-x_4 v -x_5 v -x_3)]
7,21,1,0.26552295684814453,0.5858726501464844,[(x_1 v -x_4 v -x_0) ^ (-x_1 v -x_5 v -x_3) ^ (-x_4 v x_5) ^ (x_3 v -x_6 v x_0) ^ (-x_5 v x_4) ^ (x_5 v x_2) ^ (x_3 v -x_0 v -x_6) ^ (x_6 v -x_3) ^ (x_1 v x_4) ^ (x_1 v x_5 v -x_6) ^ (-x_1 v x_6 v x_2) ^ (-x_1 v x_4 v x_5) ^ (-x_6 v -x_3) ^ (-x_1 v x_2) ^ (-x_2 v -x_5 v -x_0) ^ (x_3 v x_6 v x_5) ^ (-x_1 v -x_2 v -x_0) ^ (-x_0 v -x_4 v -x_3) ^ (x_4 v x_5 v -x_0) ^ (x_0 v -x_4) ^ (x_3 v -x_4 v -x_2)]
7,9,12,0.09090733528137207,0.5610246658325195,[(x_6 v -x_2 v -x_0) ^ (x_3 v -x_2 v -x_6) ^ (-x_6 v x_5 v -x_3) ^ (x_2 v -x_3 v -x_0) ^ (-x_2 v x_5 v -x_0) ^ (-x_2 v -x_3 v x_4) ^ (x_0 v -x_2 v -x_6) ^ (-x_0 v x_4 v -x_3) ^ (-x_1 v x_6 v -x_0)]
8,16,1,0.05109429359436035,0.1555776596069336,[(-x_4 v x_2 v -x_6) ^ (x_0 v -x_4 v -x_6) ^ (-x_4 v -x_5 v -x_0) ^ (x_4 v x_5 v x_7) ^ (x_1 v -x_4 v -x_2) ^ (-x_1 v x_6 v x_3) ^ (-x_1 v -x_5 v x_4) ^ (x_6 v x_2 v -x_0) ^ (x_3 v x_6 v x_1) ^ (x_3 v x_5 v -x_0) ^ (x_3 v -x_2 v x_7) ^ (x_0 v x_2) ^ (x_6 v x_1 v -x_2) ^ (-x_1 v x_3) ^ (-x_1 v -x_4 v -x_3) ^ (x_1 v -x_0)]
8,24,16,0.3131730556488037,1.2027711868286133,[(x_1 v -x_4 v -x_7) ^ (x_5 v -x_0) ^ (-x_1 v x_5 v -x_0) ^ (-x_1 v -x_7 v x_2) ^ (-x_5 v -x_6) ^ (-x_1 v -x_6 v -x_0) ^ (-x_1 v x_4 v -x_2) ^ (x_0 v -x_2 v -x_3) ^ (x_3 v x_1) ^ (-x_1 v -x_5 v -x_0) ^ (x_0 v -x_7 v x_4) ^ (x_3) ^ (-x_1 v -x_2 v -x_0) ^ (-x_4 v x_5 v -x_0) ^ (-x_4 v -x_5 v x_7) ^ (x_3 v x_4 v x_2) ^ (x_0 v x_4 v x_5) ^ (-x_1 v x_4) ^ (x_6 v -x_7 v -x_3) ^ (-x_1 v x_2 v x_3) ^ (x_6 v -x_4 v x_2) ^ (x_4 v x_5 v -x_6) ^ (x_3 v x_4) ^ (-x_1 v x_4 v x_3)]
9,21,1,0.04683947563171387,0.17917251586914062,[(x_3 v -x_4 v x_7) ^ (-x_1 v x_5 v -x_0) ^ (x_6 v -x_7 v -x_0) ^ (x_3 v x_6 v -x_8) ^ (x_6 v -x_4 v -x_5) ^ (x_6 v x_1 v -x_5) ^ (-x_7 v x_4 v -x_8) ^ (-x_4 v -x_5 v -x_8) ^ (-x_5 v -x_2) ^ (-x_1 v x_6 v -x_2) ^ (-x_1 v x_7 v -x_8) ^ (-x_4 v -x_7 v -x_6) ^ (x_3 v -x_6 v x_8) ^ (x_0 v x_4 v x_5) ^ (x_3 v x_8 v x_0) ^ (x_7 v -x_3 v -x_0) ^ (-x_1 v -x_4 v -x_0) ^ (x_2 v x_8) ^ (-x_5 v x_2 v -x_8) ^ (x_3 v -x_1 v -x_5) ^ (x_3 v -x_4 v -x_2)]
9,22,23,0.46211791038513184,1.5870037078857422,[(x_0 v -x_6 v -x_3) ^ (x_0 v -x_4 v -x_5) ^ (-x_1 v -x_5 v -x_2) ^ (-x_2 v x_8) ^ (x_3 v -x_4 v x_2) ^ (x_3 v x_5 v -x_0) ^ (-x_7 v x_2 v -x_0) ^ (-x_1 v -x_2 v -x_6) ^ (x_5 v x_2 v -x_3) ^ (x_3 v x_6 v x_8) ^ (-x_1 v x_6 v x_8) ^ (x_6 v -x_5 v x_7) ^ (-x_6 v x_7 v -x_3) ^ (-x_5 v x_7) ^ (-x_5 v -x_8) ^ (-x_2 v -x_7 v -x_5) ^ (x_3 v -x_5 v x_7) ^ (x_1 v -x_6 v -x_3) ^ (x_7 v -x_3) ^ (x_6 v -x_5 v -x_0) ^ (x_7 v -x_8 v -x_3) ^ (x_0 v -x_1 v x_2)]
10,24,1,0.05365324020385742,0.18888473510742188,[(-x_0 v -x_2 v x_8) ^ (-x_1 v -x_2 v -x_3) ^ (x_4 v x_2 v -x_8) ^ (x_4 v -x_8) ^ (x_0 v -x_1 v x_9) ^ (x_0 v -x_9 v x_7) ^ (x_3 v x_5) ^ (x_0 v x_4 v -x_2) ^ (x_9 v -x_5 v -x_0) ^ (-x_4 v -x_8 v -x_3) ^ (-x_1 v -x_6 v -x_3) ^ (x_3 v -x_7 v x_0) ^ (-x_1 v x_2) ^ (x_3 v x_4 v x_8) ^ (x_3 v x_6 v x_5) ^ (x_0 v x_7 v -x_6) ^ (x_8 v x_2 v -x_0) ^ (-x_1 v -x_9 v -x_0) ^ (x_6 v -x_4 v -x_2) ^ (x_7 v x_5 v -x_0) ^ (-x_4 v x_5 v -x_6) ^ (-x_1 v -x_4 v -x_7) ^ (x_0 v -x_4 v -x_3) ^ (x_6 v x_1 v -x_9)]
10,12,32,0.5496625900268555,1.3073902130126953,[(x_0 v -x_9 v -x_3) ^ (-x_1 v -x_7 v x_4) ^ (-x_9 v x_7 v -x_3) ^ (-x_4 v -x_7 v -x_0) ^ (-x_1 v x_9 v -x_2) ^ (x_6 v x_2 v x_5) ^ (-x_9 v x_2 v x_8) ^ (x_3 v x_1 v -x_0) ^ (x_3 v x_4) ^ (x_9 v x_5 v -x_8) ^ (-x_1 v x_5 v x_0) ^ (-x_6 v x_2 v -x_3)]
11,29,1,0.06278014183044434,0.21538257598876953,[(x_6 v -x_7 v x_2) ^ (-x_1 v x_7) ^ (x_10 v -x_0) ^ (x_3 v -x_5) ^ (x_1 v x_9 v x_7) ^ (-x_1 v -x_10 v -x_5) ^ (-x_9 v -x_8) ^ (-x_9 v x_1 v -x_2) ^ (-x_9 v x_10 v -x_0) ^ (-x_7 v -x_5 v -x_6) ^ (x_7 v x_2 v -x_8) ^ (x_3 v x_1 v x_9) ^ (x_3 v x_9 v x_7) ^ (x_7 v x_2 v x_8) ^ (x_10 v -x_3 v x_4) ^ (x_9 v x_4 v -x_6) ^ (x_1 v x_4 v x_5) ^ (x_2 v -x_8) ^ (x_0 v x_10 v -x_2) ^ (x_1 v -x_4 v -x_2) ^ (x_6 v x_9 v x_4) ^ (x_9 v -x_10 v -x_0) ^ (x_3 v x_10 v x_2) ^ (x_0 v -x_4 v x_7) ^ (-x_9 v -x_10 v x_8) ^ (-x_5 v x_7 v -x_8) ^ (x_9 v x_4 v -x_7) ^ (-x_2 v x_5 v x_4) ^ (x_9 v -x_10 v -x_8)]
11,19,46,193.84389281272888,2.886469841003418,[(x_8 v -x_4 v -x_6) ^ (x_10 v -x_2 v -x_6) ^ (-x_6 v -x_2 v -x_3) ^ (-x_5 v -x_8) ^ (x_3 v x_9 v -x_6) ^ (x_1 v -x_6 v -x_0) ^ (-x_1 v x_10 v x_4) ^ (x_3 v x_9 v x_7) ^ (-x_10 v x_5 v -x_8) ^ (-x_1 v x_7 v x_8) ^ (-x_10 v -x_2) ^ (-x_0 v x_4 v -x_6) ^ (x_2 v -x_8 v -x_3) ^ (-x_10 v x_5 v -x_3) ^ (x_0 v x_1 v x_9) ^ (-x_9 v x_2) ^ (-x_1 v -x_7 v -x_8) ^ (x_7 v -x_8 v -x_3) ^ (-x_9 v x_4 v x_2)]
12,28,1,0.0755155086517334,0.1984853744506836,[(-x_4 v x_9 v -x_3) ^ (-x_6 v -x_5 v x_8) ^ (x_6 v x_1 v -x_11) ^ (x_1 v -x_3) ^ (x_9 v x_4 v x_2) ^ (x_6 v x_9 v x_8) ^ (-x_1 v -x_10 v -x_3) ^ (x_4 v -x_3 v x_8) ^ (x_0 v x_1 v x_5) ^ (-x_1 v -x_7 v -x_10) ^ (x_8 v x_9 v -x_3) ^ (x_1 v x_9 v -x_3) ^ (x_3 v x_4 v x_11) ^ (x_1 v x_2) ^ (-x_5 v x_9 v -x_2) ^ (x_9 v -x_8 v -x_6) ^ (x_1 v x_10 v -x_11) ^ (x_11 v x_6 v -x_5) ^ (x_6 v x_9 v x_2) ^ (x_10 v -x_5 v -x_6) ^ (x_3 v x_4 v x_8) ^ (-x_1 v -x_10 v -x_11) ^ (x_0 v x_7 v -x_8) ^ (-x_1 v -x_4 v -x_0) ^ (x_11 v -x_1 v -x_9) ^ (-x_7 v -x_2 v x_4) ^ (-x_1 v -x_7 v x_8) ^ (x_3 v x_7 v -x_6)]
12,24,64,inf,4.547080993652344,[(x_10 v x_5) ^ (-x_9 v x_10 v -x_6) ^ (-x_0 v -x_3) ^ (-x_9 v -x_6) ^ (-x_4 v -x_5) ^ (-x_4 v -x_2 v -x_6) ^ (x_4 v x_2 v -x_8) ^ (x_6 v -x_4 v -x_10) ^ (x_0 v x_6) ^ (x_0 v x_10 v x_11) ^ (x_1 v -x_7 v -x_5) ^ (x_6 v -x_2 v x_8) ^ (x_6 v x_1 v x_8) ^ (x_0 v -x_9 v -x_8) ^ (-x_9 v -x_11 v x_8) ^ (x_0 v -x_10 v x_11) ^ (-x_9 v -x_10 v -x_8) ^ (-x_1 v x_2 v -x_3) ^ (-x_4 v x_7 v -x_0) ^ (-x_7 v -x_10 v -x_0) ^ (-x_1 v -x_9 v x_5) ^ (-x_9 v -x_7 v -x_2) ^ (x_1 v x_10 v x_8) ^ (x_3 v x_10 v -x_0)]
13,28,1,0.14472270011901855,0.2020883560180664,[(x_12 v -x_4 v -x_5) ^ (-x_1 v x_7) ^ (-x_1 v -x_10 v x_7) ^ (x_9 v x_12 v -x_0) ^ (x_6 v -x_9 v -x_10) ^ (x_6 v x_10 v x_8) ^ (-x_1 v -x_7 v -x_5) ^ (x_0 v -x_12 v x_2) ^ (-x_9 v -x_3 v -x_6) ^ (x_6 v x_12 v x_10) ^ (x_9 v -x_8 v -x_6) ^ (x_9 v -x_2 v x_4) ^ (x_1 v -x_7 v -x_5) ^ (-x_5 v x_10 v x_8) ^ (-x_11 v -x_5 v -x_6) ^ (x_0 v -x_12 v x_7) ^ (-x_2 v x_6 v -x_5) ^ (x_0 v x_12 v x_11) ^ (-x_12 v x_5) ^ (-x_12 v -x_8 v -x_0) ^ (-x_0 v x_4 v -x_6) ^ (-x_1 v x_2 v -x_3) ^ (x_5 v -x_8 v -x_6) ^ (x_0 v x_10 v -x_3) ^ (x_0 v x_12 v x_8) ^ (x_6 v -x_7 v x_9) ^ (-x_1 v x_8 v -x_3) ^ (x_1 v x_4 v -x_3)]
13,31,91,inf,8.602296829223633,[(x_0 v -x_4 v x_10) ^ (x_6 v -x_7 v -x_5) ^ (-x_12 v x_9 v -x_5) ^ (-x_1 v x_12 v x_8) ^ (x_2 v -x_6) ^ (-x_12 v x_5 v -x_3) ^ (x_5 v x_10 v x_2) ^ (x_9 v -x_2 v -x_3) ^ (x_0 v -x_9 v -x_5) ^ (x_4 v x_5 v x_8) ^ (-x_4 v -x_2 v x_7) ^ (x_3 v -x_5 v x_4) ^ (x_9 v x_10 v -x_11) ^ (x_6 v -x_9) ^ (x_3 v -x_7 v x_4) ^ (x_6 v x_12 v -x_8) ^ (-x_12 v -x_0) ^ (x_0 v -x_9 v -x_3) ^ (-x_7 v x_4 v x_5) ^ (x_0 v x_5 v -x_6) ^ (x_1 v x_9 v -x_0) ^ (-x_1 v -x_9 v -x_12) ^ (x_0 v -x_4 v x_9) ^ (x_11 v -x_5 v -x_6) ^ (x_3 v x_12 v -x_11) ^ (-x_9 v -x_2 v -x_8) ^ (-x_1 v -x_0 v -x_6) ^ (x_3 v -x_4) ^ (-x_1 v -x_12) ^ (x_0 v -x_1 v x_7) ^ (x_1 v x_4 v -x_3)]
5,12,1,0.07726097106933594,1.051924705505371,[(-x_2 v -x_0) ^ (x_1 v x_2 v -x_0) ^ (x_1 v -x_2 v -x_3) ^ (x_0 v -x_4 v x_3) ^ (x_0 v x_1 v -x_4) ^ (-x_1 v x_2 v x_0) ^ (x_3 v x_1 v -x_4) ^ (-x_4 v -x_2) ^ (-x_4 v -x_2 v -x_0) ^ (x_4 v x_2 v -x_0) ^ (-x_1 v -x_2 v -x_0) ^ (x_3 v x_4 v -x_0)]
5,5,6,0.04685640335083008,0.184661865234375,[(x_1 v -x_0) ^ (-x_4 v -x_2) ^ (x_1 v -x_4) ^ (-x_4 v -x_2 v -x_3) ^ (x_0 v x_1 v -x_3)]
6,13,1,0.04154086112976074,0.14518260955810547,[(-x_1 v x_5 v x_3) ^ (-x_1 v x_0) ^ (x_0 v x_4) ^ (x_0 v -x_1 v x_4) ^ (x_0 v -x_3) ^ (-x_1 v x_4 v x_5) ^ (x_3 v x_2) ^ (x_3 v -x_1 v -x_2) ^ (-x_4 v x_5 v -x_3) ^ (-x_2 v x_5 v x_4) ^ (x_3 v -x_4 v x_5) ^ (x_3 v -x_1 v -x_4) ^ (-x_1 v x_4 v -x_0)]
6,10,8,0.6451804637908936,0.7130012512207031,[(x_3 v -x_0) ^ (x_0 v -x_4 v x_3) ^ (x_3 v -x_5 v x_4) ^ (x_0 v x_1 v -x_4) ^ (x_3 v -x_1 v x_4) ^ (x_1 v -x_4 v x_2) ^ (-x_1 v -x_0) ^ (-x_4 v -x_3) ^ (x_3 v -x_5 v x_2) ^ (x_0 v x_1 v x_4)]
7,8,1,0.03734612464904785,0.13013935089111328,[(x_0 v -x_4 v -x_5) ^ (x_0) ^ (x_1 v -x_3 v -x_0) ^ (-x_6 v x_5 v -x_0) ^ (x_0 v x_1 v -x_5) ^ (-x_0 v -x_2 v x_4) ^ (x_1 v -x_2 v -x_0) ^ (-x_0 v -x_3 v -x_6)]
7,17,12,0.13661527633666992,0.8622446060180664,[(x_1 v -x_4 v -x_0) ^ (x_0 v x_6 v x_1) ^ (x_6 v -x_4 v x_5) ^ (x_1 v -x_4 v -x_2) ^ (x_1 v -x_2 v -x_3) ^ (x_0 v x_1 v -x_4) ^ (x_0 v x_2 v x_3) ^ (x_1 v -x_3) ^ (-x_6 v -x_5 v -x_0) ^ (x_0 v -x_1 v -x_3) ^ (-x_1 v x_3 v -x_6) ^ (-x_4 v x_5) ^ (-x_1 v x_5 v -x_6) ^ (-x_1 v -x_2 v -x_6) ^ (-x_1 v -x_2 v x_4) ^ (x_3 v x_4 v -x_6) ^ (x_6 v x_1 v -x_3)]
8,24,1,0.051993370056152344,0.1896228790283203,[(-x_0 v -x_3) ^ (x_3 v x_6) ^ (-x_7 v x_2 v -x_3) ^ (-x_7 v -x_5 v -x_3) ^ (x_6 v -x_2 v -x_0) ^ (-x_4 v x_5 v -x_7) ^ (x_0 v -x_5 v x_2) ^ (-x_5 v -x_2 v -x_3) ^ (-x_6 v -x_5 v x_4) ^ (x_6 v x_1 v -x_3) ^ (x_1 v x_7 v -x_3) ^ (x_0 v -x_2 v x_4) ^ (x_1 v x_4 v -x_0) ^ (x_6 v x_7 v -x_0) ^ (-x_7 v x_5) ^ (x_1 v x_4 v x_7) ^ (x_6 v x_4 v -x_0) ^ (x_4 v x_2 v -x_6) ^ (x_4 v x_5 v -x_6) ^ (x_3 v -x_2 v -x_0) ^ (x_0 v -x_1 v -x_4) ^ (-x_7 v -x_3) ^ (-x_1 v x_4 v -x_6) ^ (x_3 v x_4 v -x_0)]
8,23,16,0.28053832054138184,1.327702522277832,[(x_0 v x_6 v x_1) ^ (-x_1 v x_6 v -x_7) ^ (x_5 v -x_4 v x_2) ^ (-x_2 v x_5 v -x_6) ^ (x_0 v x_1 v -x_5) ^ (-x_5 v x_2 v x_7) ^ (x_6 v -x_7 v x_5) ^ (-x_2 v x_5 v -x_0) ^ (x_6 v -x_2 v x_5) ^ (x_1 v -x_4 v -x_3) ^ (x_6 v x_1 v x_5) ^ (x_0 v -x_5 v x_2) ^ (x_1 v -x_7 v x_2) ^ (x_1 v -x_6 v -x_0) ^ (-x_1 v x_7 v -x_6) ^ (x_2 v -x_0) ^ (-x_1 v x_4 v x_5) ^ (x_7 v -x_6) ^ (x_3 v -x_5 v x_2) ^ (x_0 v -x_7 v -x_5) ^ (x_6 v -x_7 v -x_3) ^ (x_4 v x_5 v -x_6) ^ (x_0 v -x_4 v -x_3)]
9,13,1,0.041228532791137695,0.14588451385498047,[(-x_4 v -x_8 v -x_6) ^ (-x_2 v -x_8 v -x_0) ^ (-x_3 v -x_8 v -x_6) ^ (x_2 v x_8) ^ (x_0 v x_6 v -x_7) ^ (x_3 v x_6 v x_2) ^ (x_3 v x_1 v x_7) ^ (-x_1 v -x_4 v x_0) ^ (x_0 v x_6 v -x_4) ^ (-x_1 v -x_5 v -x_0) ^ (x_0 v -x_5 v x_7) ^ (x_0 v -x_5 v x_8) ^ (x_3 v -x_4 v x_5)]
