size,clauses,kappa,time_iteration,memory (MB),formula
12,26,1,0.11888456344604492,0.19212913513183594,[(-x_9 v x_5 v -x_6) ^ (x_8 v -x_6 v -x_11) ^ (-x_5 v x_9 v x_10) ^ (x_0 v x_8 v x_11) ^ (x_1 v -x_2 v -x_8) ^ (-x_10 v -x_2 v -x_0) ^ (x_11 v -x_4 v x_7) ^ (-x_11 v -x_2 v -x_0) ^ (-x_0 v -x_9 v -x_3) ^ (x_0 v x_1 v -x_7) ^ (x_0 v -x_8 v -x_11) ^ (-x_2 v -x_11) ^ (x_9 v x_2 v -x_6) ^ (x_3 v -x_5 v -x_2) ^ (x_11 v x_7 v x_8) ^ (x_3 v x_4 v x_8) ^ (-x_1 v -x_10 v x_4) ^ (x_4 v x_2 v -x_11) ^ (-x_4 v -x_10 v -x_11) ^ (-x_7 v -x_2 v -x_6) ^ (-x_1 v x_6 v x_5) ^ (x_0 v -x_4 v x_2) ^ (x_6 v -x_7 v -x_8) ^ (x_0 v x_9 v x_10) ^ (-x_7 v x_4 v -x_0) ^ (x_11 v x_7 v -x_6)]
12,13,64,82.92397689819336,2.89023494720459,[(x_0 v -x_4 v -x_7) ^ (x_6 v -x_0) ^ (x_6 v -x_4 v x_5) ^ (x_1 v -x_4 v -x_2) ^ (x_8 v -x_5 v -x_3) ^ (x_0 v -x_10 v -x_6) ^ (-x_4 v -x_5 v -x_7) ^ (-x_1 v -x_2 v x_8) ^ (x_3 v x_10 v -x_5) ^ (x_0 v x_4 v -x_11) ^ (x_7 v -x_8 v -x_3) ^ (x_3 v -x_4 v x_5) ^ (x_11 v -x_9 v x_1)]
13,28,1,0.11721301078796387,0.19327354431152344,[(-x_2 v x_8) ^ (x_6 v -x_9 v -x_4) ^ (-x_12 v x_7 v x_2) ^ (x_0 v x_2 v -x_11) ^ (x_5 v x_2 v x_8) ^ (-x_12 v -x_9 v -x_6) ^ (x_1 v x_9 v -x_2) ^ (x_11 v -x_4 v -x_10) ^ (-x_9 v -x_8) ^ (-x_7 v x_4 v -x_8) ^ (-x_9 v x_10 v -x_0) ^ (x_3 v -x_5 v x_4) ^ (x_3 v -x_9 v -x_8) ^ (-x_1 v x_3 v -x_8) ^ (x_12 v x_2 v -x_0) ^ (x_1 v x_9 v -x_10) ^ (-x_9 v x_8 v -x_0) ^ (x_6 v -x_4 v x_8) ^ (x_11 v -x_12 v x_7) ^ (x_3 v -x_9) ^ (-x_7 v x_10 v -x_8) ^ (x_1 v x_10 v -x_8) ^ (-x_7 v -x_8 v -x_3) ^ (x_8 v x_10 v -x_3) ^ (x_11 v -x_9 v x_12) ^ (-x_9 v x_5 v -x_3) ^ (x_3 v -x_9 v -x_7) ^ (-x_1 v x_6 v -x_0)]
13,28,91,inf,8.122724533081055,[(x_9 v -x_2 v x_7) ^ (x_3 v -x_12 v x_1) ^ (-x_4 v x_9 v -x_10) ^ (x_11 v -x_4 v -x_10) ^ (x_3 v -x_7) ^ (-x_1 v -x_5 v x_3) ^ (x_12 v x_7 v -x_6) ^ (-x_1 v -x_9 v -x_6) ^ (x_6 v x_1 v -x_0) ^ (x_2 v -x_11) ^ (x_6 v x_1 v -x_2) ^ (-x_1 v x_4 v x_2) ^ (x_12 v x_5 v -x_6) ^ (x_3 v x_11 v -x_0) ^ (-x_10 v x_5 v -x_7) ^ (x_3 v -x_12 v -x_7) ^ (x_3 v -x_10 v x_0) ^ (x_8 v -x_3 v -x_11) ^ (x_9 v x_2 v -x_6) ^ (x_8 v x_7 v -x_6) ^ (-x_5 v x_8) ^ (-x_4 v x_2 v -x_11) ^ (-x_9 v -x_2 v -x_6) ^ (x_3 v x_8 v x_0) ^ (x_6 v -x_12 v x_10) ^ (x_11 v -x_5 v x_3) ^ (-x_7 v x_10 v -x_3) ^ (x_0 v -x_12 v x_5)]
5,9,1,0.0747823715209961,1.0463752746582031,[(x_2 v -x_0) ^ (x_3 v x_2 v -x_0) ^ (x_0 v x_1 v -x_4) ^ (x_0 v -x_1 v x_4) ^ (x_3 v -x_1 v -x_0) ^ (-x_1 v x_4 v x_0) ^ (x_4 v x_2 v -x_0) ^ (x_3 v x_1 v -x_0) ^ (x_3 v x_2 v x_0)]
5,5,6,0.04740166664123535,0.21855926513671875,[(x_3 v x_4 v x_2) ^ (-x_1 v -x_4 v -x_0) ^ (x_3 v -x_1 v -x_0) ^ (x_0 v x_4 v x_3) ^ (-x_1 v x_3)]
6,9,1,0.0389094352722168,0.12731170654296875,[(x_1 v -x_2) ^ (x_0 v -x_2) ^ (-x_4 v -x_5) ^ (x_1 v -x_5 v -x_0) ^ (-x_5 v -x_2 v x_4) ^ (-x_2 v -x_3 v x_4) ^ (-x_1 v -x_5 v -x_0) ^ (-x_1 v -x_2 v x_3) ^ (-x_4 v -x_3)]
6,14,8,0.591771125793457,0.7603912353515625,[(x_1 v x_5) ^ (-x_5 v x_4) ^ (x_3 v -x_1 v x_2) ^ (x_0 v x_4 v -x_3) ^ (x_0 v -x_5 v -x_2) ^ (x_3 v x_5 v x_2) ^ (x_3 v x_4 v -x_2) ^ (x_3 v -x_4 v x_2) ^ (-x_1 v -x_4) ^ (x_2 v x_4 v x_5) ^ (x_3 v x_5 v -x_0) ^ (x_1 v x_2) ^ (x_1 v -x_2 v x_4) ^ (x_1 v -x_2 v -x_0)]
7,8,1,0.03991580009460449,0.1322021484375,[(-x_1 v -x_3) ^ (x_3 v -x_5 v -x_2) ^ (x_0 v -x_4 v x_5) ^ (-x_1 v -x_4 v x_0) ^ (x_3 v x_1 v x_5) ^ (x_3 v -x_5 v x_2) ^ (-x_2 v x_5) ^ (x_0 v x_6 v x_3)]
7,20,12,0.1719820499420166,0.9503879547119141,[(x_6 v x_2 v -x_3) ^ (x_6 v -x_4 v -x_5) ^ (x_1 v -x_2 v -x_3) ^ (x_1 v -x_5 v x_2) ^ (x_0 v -x_4 v -x_3) ^ (x_0 v -x_1 v -x_5) ^ (x_6 v x_1 v x_2) ^ (x_0 v -x_2) ^ (x_6 v -x_0) ^ (x_1 v -x_5 v x_4) ^ (x_1 v x_4 v -x_0) ^ (x_5 v x_4 v x_2) ^ (x_3 v -x_2) ^ (x_6 v -x_4 v -x_2) ^ (-x_5 v -x_3 v -x_6) ^ (-x_1 v -x_2 v x_5) ^ (x_4 v x_2 v -x_0) ^ (-x_1 v -x_0) ^ (x_5 v x_2 v -x_6) ^ (-x_1 v x_6 v -x_0)]
8,16,1,0.05235433578491211,0.1619577407836914,[(-x_5 v x_7 v -x_3) ^ (x_2 v x_7 v x_5) ^ (-x_1 v x_5) ^ (x_3 v x_7 v -x_0) ^ (x_3 v x_7 v x_4) ^ (x_3 v x_2 v -x_0) ^ (x_3 v -x_4 v x_2) ^ (x_3 v x_6 v x_1) ^ (x_0 v x_6 v -x_4) ^ (x_7 v x_4 v -x_3) ^ (x_3 v -x_1 v x_6) ^ (-x_4 v -x_2 v x_5) ^ (x_3 v x_4 v -x_6) ^ (x_3 v -x_4 v -x_7) ^ (-x_1 v x_4 v -x_6) ^ (-x_7 v x_4)]
8,24,16,0.3608989715576172,1.3640022277832031,[(-x_1 v x_7 v x_4) ^ (x_3 v x_7 v -x_2) ^ (x_5 v -x_3 v -x_6) ^ (x_3 v -x_2 v x_7) ^ (x_3 v x_5) ^ (-x_2 v x_7 v x_4) ^ (-x_1 v -x_6) ^ (x_3 v -x_7 v x_5) ^ (-x_1 v -x_7 v x_5) ^ (x_1 v -x_2 v -x_6) ^ (x_0 v -x_4 v -x_3) ^ (-x_7 v -x_5 v x_4) ^ (x_0 v x_6 v -x_5) ^ (x_0 v x_1 v x_4) ^ (-x_7 v -x_0) ^ (-x_1 v x_6 v x_4) ^ (x_4 v x_5 v -x_0) ^ (x_4 v -x_0) ^ (x_3 v x_1 v x_7) ^ (x_3 v x_5 v -x_6) ^ (x_0 v x_2 v -x_3) ^ (x_1 v x_5 v -x_3) ^ (x_3 v x_7 v x_5) ^ (x_1 v x_4 v -x_3)]
9,25,1,0.053566932678222656,0.19380950927734375,[(x_6 v -x_7 v x_2) ^ (x_0 v x_4) ^ (-x_0 v -x_4 v -x_6) ^ (x_4 v x_2 v -x_8) ^ (-x_4 v -x_7 v -x_0) ^ (-x_7 v -x_5 v -x_3) ^ (x_1 v -x_2 v -x_8) ^ (x_4 v x_2 v -x_3) ^ (x_6 v -x_5 v x_8) ^ (x_4 v x_8) ^ (x_3 v -x_7 v x_5) ^ (x_1 v x_4 v x_2) ^ (x_0 v x_4 v -x_3) ^ (x_1 v -x_7 v -x_0) ^ (x_0 v x_5 v -x_6) ^ (-x_1 v x_2) ^ (-x_7 v x_4 v -x_6) ^ (x_2 v -x_8) ^ (x_0 v x_7) ^ (-x_2 v -x_3 v x_8) ^ (x_0 v -x_4 v -x_8) ^ (-x_4 v -x_5 v x_2) ^ (x_3 v x_1 v x_2) ^ (-x_1 v x_7 v x_2) ^ (x_3 v -x_4 v -x_2)]
9,10,23,0.16519570350646973,0.7645673751831055,[(-x_5 v x_7 v -x_3) ^ (x_1 v x_5) ^ (x_6 v x_4) ^ (-x_8 v -x_6) ^ (x_3 v x_6 v x_4) ^ (-x_1 v x_7 v x_4) ^ (x_6 v -x_4 v -x_3) ^ (x_0 v x_2 v -x_3) ^ (-x_1 v x_4 v -x_8) ^ (x_3 v -x_5 v x_2)]
10,12,1,0.05044817924499512,0.14577293395996094,[(-x_9 v x_7 v -x_0) ^ (x_0 v -x_4 v -x_5) ^ (-x_7 v -x_8 v -x_0) ^ (x_6 v x_9 v x_2) ^ (-x_9 v x_4 v -x_0) ^ (-x_5 v -x_2 v x_7) ^ (x_0 v -x_9 v x_4) ^ (x_3 v x_5 v -x_0) ^ (-x_1 v x_6 v -x_3) ^ (x_9 v -x_4 v x_2) ^ (-x_9 v x_8 v -x_0) ^ (x_6 v -x_9 v x_8)]
10,19,32,1.7289345264434814,1.961172103881836,[(x_1 v x_2 v x_8) ^ (-x_4 v -x_3 v -x_6) ^ (-x_2 v x_8) ^ (-x_4 v -x_5 v -x_6) ^ (x_0 v x_6 v -x_4) ^ (x_6 v -x_9 v -x_0) ^ (-x_1 v x_5 v x_0) ^ (x_3 v -x_1 v x_7) ^ (-x_4 v x_7) ^ (x_8 v -x_2 v -x_3) ^ (x_8 v x_9 v -x_6) ^ (-x_7 v -x_6 v -x_0) ^ (x_3 v -x_5 v -x_2) ^ (x_0 v -x_5 v x_4) ^ (x_7 v x_5 v -x_0) ^ (x_0 v -x_7 v -x_5) ^ (-x_7 v -x_2 v x_5) ^ (-x_9 v x_1 v -x_8) ^ (x_9 v -x_2 v -x_7)]
11,32,1,0.06390213966369629,0.21371936798095703,[(-x_9 v x_5 v -x_6) ^ (x_3 v -x_0) ^ (-x_1 v -x_5 v -x_2) ^ (-x_0 v -x_7 v x_8) ^ (x_9 v x_7 v x_5) ^ (x_3 v x_4 v x_5) ^ (-x_1 v -x_7 v -x_2) ^ (x_0 v -x_9) ^ (-x_7 v x_2 v -x_0) ^ (x_3 v -x_10 v -x_5) ^ (-x_1 v -x_7 v x_10) ^ (-x_1 v -x_8 v -x_0) ^ (-x_5 v x_7 v -x_3) ^ (x_3 v -x_2 v -x_8) ^ (x_7 v -x_0) ^ (x_3 v x_9 v -x_2) ^ (-x_9 v x_10 v x_8) ^ (-x_4 v -x_5 v -x_7) ^ (x_6 v -x_10 v x_8) ^ (-x_4 v -x_6) ^ (-x_1 v -x_4 v x_9) ^ (x_8 v x_2 v -x_0) ^ (-x_9 v x_10 v -x_5) ^ (x_3 v x_1 v -x_7) ^ (-x_4 v x_5 v -x_6) ^ (-x_1 v x_9) ^ (x_0 v -x_7 v x_10) ^ (x_9 v x_5 v -x_3) ^ (x_6 v -x_9 v x_7) ^ (-x_5 v x_2 v -x_8) ^ (-x_1 v x_8 v -x_3) ^ (-x_10 v -x_2 v -x_8)]
11,32,46,inf,4.719751358032227,[(x_5 v -x_3 v -x_0) ^ (-x_9 v x_5 v -x_6) ^ (x_10 v x_2 v x_4) ^ (-x_9 v -x_5) ^ (x_0 v -x_1 v x_4) ^ (x_3 v x_6 v -x_8) ^ (x_3 v -x_9 v -x_10) ^ (x_0 v x_6 v -x_4) ^ (-x_10 v -x_2 v x_4) ^ (-x_3) ^ (-x_1 v -x_8 v -x_3) ^ (-x_1 v -x_8) ^ (-x_4 v x_5 v -x_7) ^ (x_0 v x_1 v -x_6) ^ (-x_9 v -x_4 v x_5) ^ (x_10 v x_7 v x_4) ^ (-x_10 v x_2 v x_5) ^ (-x_2 v x_10 v x_3) ^ (-x_4 v -x_10) ^ (x_1 v -x_10 v x_5) ^ (x_0 v x_9 v x_4) ^ (x_0 v x_6 v -x_10) ^ (x_3 v x_10 v x_8) ^ (-x_10 v -x_5 v x_4) ^ (x_3 v -x_2) ^ (x_0 v x_7 v -x_8) ^ (x_2 v x_8) ^ (x_6 v x_2 v -x_0) ^ (-x_1 v x_2 v -x_6) ^ (x_1 v -x_10 v x_4) ^ (x_6 v x_10 v -x_0) ^ (-x_1 v x_5 v x_3)]
12,22,1,0.11082720756530762,0.17649364471435547,[(x_11 v -x_8) ^ (x_9 v x_2 v -x_11) ^ (-x_7 v -x_5 v -x_0) ^ (x_0 v x_9 v -x_3) ^ (x_11 v x_1 v -x_2) ^ (-x_1 v x_7 v -x_11) ^ (x_6 v -x_2 v -x_8) ^ (x_1 v -x_8 v -x_3) ^ (x_11 v x_9 v x_5) ^ (-x_9 v -x_5 v x_8) ^ (-x_9 v x_1 v x_4) ^ (x_1 v x_9 v -x_0) ^ (x_1 v -x_8 v -x_0) ^ (x_11 v x_5 v x_8) ^ (-x_10 v -x_5 v x_4) ^ (-x_10 v -x_6 v -x_0) ^ (x_9 v -x_10 v -x_0) ^ (x_3 v x_9) ^ (-x_9 v -x_10) ^ (-x_1 v x_6 v x_10) ^ (x_11 v -x_3 v -x_6) ^ (x_0 v -x_5 v x_10)]
12,14,64,273.91772174835205,2.999579429626465,[(x_9 v -x_8 v -x_0) ^ (x_3 v -x_1 v x_8) ^ (x_3 v -x_8 v -x_0) ^ (x_0 v x_7 v x_4) ^ (x_9 v x_5 v -x_0) ^ (x_11 v -x_5 v x_2) ^ (x_1 v -x_4) ^ (-x_0 v x_1 v -x_3) ^ (x_6 v x_4 v -x_3) ^ (-x_10 v -x_5) ^ (x_3 v x_10 v -x_0) ^ (x_0 v -x_4 v x_2) ^ (-x_4 v -x_10 v -x_7) ^ (-x_9 v x_4)]
13,15,1,0.05349302291870117,0.15027809143066406,[(x_11 v -x_12 v -x_10) ^ (-x_1 v x_3 v -x_0) ^ (x_12 v x_10 v -x_3) ^ (x_8 v -x_4 v -x_6) ^ (x_3 v -x_5 v -x_8) ^ (-x_2 v x_5 v -x_0) ^ (-x_6 v x_7 v x_8) ^ (-x_4 v -x_5 v -x_7) ^ (x_12 v x_5 v -x_0) ^ (-x_9 v x_10 v x_7) ^ (x_1 v -x_12 v -x_4) ^ (x_6 v -x_9 v -x_10) ^ (-x_9 v x_12 v x_7) ^ (x_11 v -x_10 v x_3) ^ (x_12)]
13,36,91,inf,10.048672676086426,[(-x_9 v x_10 v -x_6) ^ (x_0 v x_12 v x_4) ^ (x_9 v x_7 v -x_0) ^ (x_11 v -x_12 v x_4) ^ (x_8 v x_9 v -x_3) ^ (x_7 v -x_11) ^ (-x_4 v x_10 v -x_0) ^ (x_3 v -x_5 v x_4) ^ (x_1 v -x_2 v x_8) ^ (-x_0 v -x_10 v -x_11) ^ (x_11 v x_4 v -x_0) ^ (x_8 v x_7 v -x_11) ^ (-x_12 v -x_5 v -x_3) ^ (x_0 v x_12 v -x_5) ^ (x_11 v -x_9 v x_8) ^ (-x_12 v -x_5 v x_2) ^ (x_3 v -x_12 v -x_7) ^ (x_9 v -x_10 v -x_6) ^ (x_0 v -x_1 v -x_11) ^ (-x_12 v -x_5) ^ (x_12 v x_9 v x_8) ^ (x_8 v x_4 v -x_11) ^ (x_3 v -x_9 v -x_11) ^ (x_11 v -x_7 v x_2) ^ (x_0 v -x_7) ^ (x_12 v x_10 v -x_0) ^ (-x_4 v x_5 v -x_0) ^ (-x_10 v -x_2 v x_5) ^ (x_1 v x_5) ^ (x_7 v -x_3) ^ (x_11 v x_5 v x_2) ^ (-x_12 v -x_8 v -x_6) ^ (x_9 v -x_5 v -x_11) ^ (-x_9 v x_5 v -x_0) ^ (-x_1 v x_4 v -x_6) ^ (x_1 v -x_4 v -x_5)]
5,14,1,0.07520532608032227,1.0559492111206055,[(x_3 v -x_2) ^ (-x_1 v -x_4 v x_3) ^ (x_2 v -x_3) ^ (x_0 v x_4) ^ (-x_1 v -x_2 v x_0) ^ (x_0 v -x_2 v x_4) ^ (x_0 v -x_2 v -x_3) ^ (-x_4 v x_2 v -x_3) ^ (x_0 v x_1 v x_2) ^ (x_1 v -x_4 v x_2) ^ (x_1 v x_2 v -x_3) ^ (x_1 v -x_0) ^ (-x_1 v -x_4 v x_2) ^ (-x_0 v -x_4 v -x_3)]
5,5,6,0.05258965492248535,0.21230506896972656,[(x_3 v -x_1 v x_2) ^ (x_0 v x_4 v x_2) ^ (-x_1 v -x_2 v -x_3) ^ (x_0 v -x_1 v -x_3) ^ (-x_2 v -x_3)]
6,6,1,0.04774045944213867,0.12197208404541016,[(x_3 v x_2 v -x_0) ^ (-x_4 v -x_0) ^ (x_0 v -x_3) ^ (-x_1 v -x_5 v x_2) ^ (x_1 v x_4) ^ (-x_2 v x_5 v -x_3)]
6,13,8,0.08280825614929199,0.46013927459716797,[(x_1 v x_2 v x_5) ^ (-x_2 v -x_0) ^ (-x_1 v x_4) ^ (x_3 v -x_1 v x_2) ^ (x_5 v -x_4 v x_2) ^ (x_3 v -x_1 v x_5) ^ (-x_1 v x_4 v x_5) ^ (x_1 v x_4 v -x_5) ^ (-x_0 v -x_2 v x_4) ^ (-x_4 v -x_2 v -x_3) ^ (x_0 v -x_4 v x_2) ^ (-x_1 v -x_2 v -x_0) ^ (-x_4 v x_5 v -x_0)]
7,7,1,0.04291033744812012,0.12154769897460938,[(x_0 v -x_4 v -x_6) ^ (x_2 v -x_3) ^ (x_6 v x_2 v -x_3) ^ (x_0 v x_6 v x_5) ^ (x_4 v x_2 v -x_6) ^ (x_1 v -x_2 v -x_6) ^ (-x_4 v x_2)]
7,10,12,0.08436417579650879,0.4999361038208008,[(-x_2 v x_4) ^ (x_6 v -x_0) ^ (x_6 v -x_5 v x_2) ^ (x_1 v x_4 v -x_6) ^ (x_3 v -x_4 v -x_6) ^ (-x_4 v -x_5 v x_2) ^ (x_6 v x_5 v -x_3) ^ (-x_5 v -x_3 v x_4) ^ (x_2 v x_5 v -x_0) ^ (-x_4 v -x_5 v -x_3)]
8,15,1,0.06200289726257324,0.15371036529541016,[(x_5 v -x_6) ^ (x_0 v -x_6 v -x_3) ^ (-x_2 v x_4) ^ (x_3 v x_1 v -x_2) ^ (x_6 v -x_5 v x_2) ^ (x_0 v x_4) ^ (-x_7 v x_4 v -x_3) ^ (-x_1 v x_7 v x_3) ^ (x_3 v x_1 v -x_7) ^ (x_1 v -x_4 v -x_7) ^ (-x_2 v -x_5 v -x_3) ^ (-x_1 v -x_4 v -x_7) ^ (-x_1 v -x_5 v x_2) ^ (x_6 v -x_7 v -x_2) ^ (x_3 v -x_4 v x_5)]
8,14,16,2.5147640705108643,1.4519720077514648,[(x_0 v x_4 v x_5) ^ (-x_5 v -x_6) ^ (x_7 v x_5 v -x_3) ^ (x_0 v x_4 v -x_3) ^ (x_3 v x_2 v -x_0) ^ (-x_1 v -x_5 v x_4) ^ (x_2 v -x_6) ^ (x_3 v -x_5 v -x_2) ^ (x_3 v -x_4 v -x_0) ^ (-x_1 v x_7 v x_5) ^ (-x_1 v -x_7) ^ (-x_1 v x_4 v x_7) ^ (-x_5 v -x_7 v -x_2) ^ (x_3 v -x_7)]
9,10,1,0.04944658279418945,0.13885211944580078,[(x_6 v x_5 v -x_8) ^ (x_6) ^ (-x_6 v x_5 v -x_3) ^ (-x_6 v x_7 v -x_0) ^ (x_6 v -x_7) ^ (x_0 v x_4 v -x_2) ^ (x_3 v -x_7 v x_4) ^ (-x_1 v -x_5 v -x_0) ^ (x_1 v -x_4 v x_7) ^ (x_7 v x_5 v -x_6)]
9,10,23,0.1595606803894043,0.7205829620361328,[(-x_5 v -x_6) ^ (-x_2 v -x_8 v -x_6) ^ (-x_1 v x_6 v -x_7) ^ (-x_1 v x_7 v -x_8) ^ (x_3 v x_7 v -x_8) ^ (x_1 v x_7 v x_8) ^ (-x_5 v x_2 v -x_8) ^ (-x_5 v -x_8 v -x_0) ^ (x_4 v -x_3 v -x_0) ^ (x_3 v -x_7)]
10,30,1,0.06443476676940918,0.21170902252197266,[(x_1 v -x_7 v -x_6) ^ (x_1 v -x_9 v x_5) ^ (x_1 v x_9 v -x_6) ^ (x_7 v x_2) ^ (x_0 v -x_9 v -x_7) ^ (-x_0 v x_2 v -x_6) ^ (-x_4 v x_5 v x_8) ^ (-x_9 v x_5 v x_8) ^ (-x_9 v x_5) ^ (x_0 v -x_2 v x_7) ^ (x_0 v -x_8 v -x_3) ^ (x_3 v x_9 v -x_6) ^ (x_1 v x_4) ^ (x_1 v -x_9 v -x_6) ^ (-x_1 v x_6 v -x_9) ^ (-x_2 v x_5 v -x_8) ^ (x_6 v -x_0) ^ (x_8 v x_9 v -x_0) ^ (-x_2 v -x_4 v -x_5) ^ (x_0 v -x_5 v x_4) ^ (-x_7 v -x_8 v -x_3) ^ (x_1 v x_2 v x_5) ^ (x_7 v -x_3 v -x_0) ^ (-x_1 v -x_9 v -x_5) ^ (x_9 v -x_7 v -x_3) ^ (-x_4 v x_9 v x_2) ^ (x_0 v x_2 v -x_3) ^ (x_6 v -x_7 v -x_2) ^ (x_4 v -x_3 v -x_0) ^ (x_3 v -x_4 v -x_7)]
10,30,32,1.3362605571746826,3.19735050201416,[(x_3 v -x_4 v x_8) ^ (x_8 v -x_4 v -x_6) ^ (-x_1 v -x_9 v x_8) ^ (x_5 v -x_3 v -x_6) ^ (x_7 v x_2) ^ (x_6 v -x_7 v -x_5) ^ (x_3 v x_6 v -x_2) ^ (-x_7 v -x_5 v -x_3) ^ (-x_9 v -x_7 v x_4) ^ (x_5 v x_8) ^ (-x_9 v -x_4 v -x_5) ^ (x_3 v -x_9 v -x_5) ^ (x_9 v -x_5 v x_4) ^ (-x_2 v -x_3 v -x_0) ^ (x_1 v -x_4 v -x_3) ^ (x_6 v -x_4 v -x_7) ^ (x_3 v x_4 v -x_6) ^ (x_3 v x_9 v -x_6) ^ (x_6 v x_9 v x_7) ^ (x_3 v x_9 v x_7) ^ (-x_9 v x_4 v -x_6) ^ (x_0 v x_1 v x_7) ^ (-x_1 v x_2) ^ (x_0 v x_8) ^ (x_1 v -x_7) ^ (x_0 v -x_9 v x_8) ^ (x_3 v -x_2) ^ (-x_4 v x_2 v x_5) ^ (-x_5 v x_7 v -x_8) ^ (-x_7 v x_5 v -x_3)]
11,24,1,0.06182050704956055,0.19707775115966797,[(-x_10 v x_5 v -x_0) ^ (x_3 v -x_4 v x_7) ^ (-x_1 v x_6 v x_0) ^ (x_9 v -x_4 v -x_0) ^ (x_9 v -x_10 v x_2) ^ (x_0 v x_9) ^ (x_0 v x_3 v -x_6) ^ (x_0 v x_2 v -x_6) ^ (x_8 v x_10 v -x_0) ^ (-x_9 v x_7 v -x_3) ^ (-x_0 v -x_2 v x_4) ^ (-x_4 v -x_10 v -x_3) ^ (x_1 v -x_2 v -x_6) ^ (x_6 v x_8 v -x_0) ^ (x_0 v x_1 v -x_7) ^ (x_0 v x_6 v x_9) ^ (x_0 v -x_1 v x_10) ^ (-x_1 v -x_9 v -x_10) ^ (x_5 v -x_8 v -x_3) ^ (x_3 v x_1 v x_4) ^ (-x_10 v x_4 v x_8) ^ (x_3 v -x_2) ^ (-x_0 v x_7 v -x_3) ^ (-x_1 v -x_0)]
11,19,46,364.314373254776,2.867940902709961,[(-x_5 v x_9 v -x_10) ^ (-x_2 v x_8) ^ (x_6 v -x_9 v -x_4) ^ (x_10 v x_5 v -x_0) ^ (x_6 v x_1 v -x_5) ^ (x_0 v -x_9 v x_7) ^ (-x_7 v -x_5 v x_8) ^ (x_0 v -x_8 v -x_3) ^ (x_9 v -x_8 v -x_6) ^ (x_6 v -x_9 v x_8) ^ (x_10 v x_9 v -x_2) ^ (x_6 v x_10 v x_4) ^ (x_1 v -x_9 v -x_2) ^ (x_1 v -x_9 v -x_10) ^ (-x_1 v -x_9 v -x_0) ^ (x_10 v x_5 v -x_3) ^ (x_0 v -x_4 v x_7) ^ (x_10 v x_4) ^ (x_0 v -x_1 v x_7)]
12,29,1,0.07414031028747559,0.1969137191772461,[(-x_1 v -x_2 v -x_8) ^ (-x_1 v x_0 v -x_11) ^ (x_11 v -x_4 v -x_2) ^ (-x_7 v x_5 v -x_11) ^ (x_3 v x_6) ^ (-x_4 v -x_2 v x_5) ^ (-x_7 v -x_5 v -x_3) ^ (x_10 v -x_8) ^ (x_0 v x_9 v -x_2) ^ (-x_4 v -x_10 v x_8) ^ (x_3 v -x_5 v -x_11) ^ (-x_9 v x_7 v x_8) ^ (-x_4 v -x_2 v x_8) ^ (x_6 v -x_10 v -x_3) ^ (-x_10 v -x_6 v -x_3) ^ (-x_5 v -x_8 v -x_11) ^ (-x_1 v x_6 v x_2) ^ (x_8 v x_4 v -x_6) ^ (-x_5 v x_7 v -x_11) ^ (x_3 v -x_2 v x_8) ^ (x_11 v x_5 v x_8) ^ (-x_1 v x_10 v x_2) ^ (x_6 v x_10 v -x_11) ^ (x_11 v -x_9 v -x_0) ^ (-x_1 v -x_5 v -x_11) ^ (-x_1 v x_2 v -x_11) ^ (-x_9 v x_4 v x_7) ^ (x_6 v -x_4 v x_2) ^ (-x_1 v -x_7)]
12,23,64,405.01624155044556,4.717416763305664,[(-x_2 v x_7 v -x_6) ^ (x_11 v -x_4 v x_9) ^ (x_6 v x_2 v -x_3) ^ (-x_9 v -x_7 v -x_5) ^ (-x_4 v -x_5 v -x_6) ^ (x_11 v -x_9 v x_2) ^ (-x_1 v -x_9 v x_11) ^ (-x_10 v -x_5 v -x_11) ^ (x_9 v -x_11) ^ (x_3 v -x_9 v x_10) ^ (-x_9 v x_10 v x_4) ^ (x_9 v -x_5 v -x_3) ^ (-x_5 v x_10) ^ (x_6 v x_2) ^ (x_9 v -x_2 v x_4) ^ (x_11 v -x_2 v -x_0) ^ (-x_1 v x_6 v x_2) ^ (x_8 v x_9 v -x_0) ^ (x_11 v x_5 v -x_8) ^ (x_3 v -x_9 v -x_4) ^ (x_11 v -x_2 v x_7) ^ (-x_6 v -x_3 v -x_0) ^ (x_1 v -x_2 v x_4)]
13,19,1,0.0957343578338623,0.1621837615966797,[(x_11 v x_12 v x_0) ^ (x_9 v x_4 v x_2) ^ (x_11 v -x_10 v x_7) ^ (x_1 v -x_4 v x_5) ^ (-x_4 v x_9 v -x_0) ^ (x_8 v -x_7 v -x_0) ^ (x_12 v x_10) ^ (x_1 v -x_5 v -x_3) ^ (x_11 v x_1 v -x_3) ^ (-x_1 v -x_8 v -x_11) ^ (-x_9 v -x_2 v -x_5) ^ (x_12 v -x_7 v -x_6) ^ (-x_12 v -x_5 v x_4) ^ (x_8 v -x_3) ^ (x_11 v x_9 v x_2) ^ (-x_1 v -x_12 v -x_6) ^ (x_0 v x_9 v -x_5) ^ (-x_1 v -x_12 v -x_2) ^ (x_0 v -x_1 v x_2)]
